form	lemma	POS	morph
སྐབས་གསུམ་པ་	སྐབས་གསུམ་པ་	NO_POS
ར་	ལ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
གང་	གང་	NO_POS
།།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ནི་	ནི་	NO_POS
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
ཅེས་	ཅེས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
དུས་གསུམ་	དུས་གསུམ་	OTHER
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དུ་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ནི་	ནི་	NO_POS
གཞི་	གཞི་	NOUN
རྟོགས་པ་	རྟོགས་པ་	VERB
ཁོ་ན་	ཁོ་ན་	DET
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
ཡོད་པ་	ཡོད་པ་	VERB
ཉིད་	ཉིད་	DET
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ནམ་	གམ་	PART
།		PUNCT
ཇི་ལྟ་		
ན་	ལ་	PART
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
དང་	དང་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	PART
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
འི་	གི་	PART
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
རིང་བ་	རིང་བ་	VERB
དང་	དང་	NO_POS
ཅིག་ཤོས་	ཅིག་ཤོས་	DET
སུ་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
མཚན་མ་	མཚན་མ་	NOUN
ར་	ལ་	PART
ཞེ་	ཅེས་	PART
སོགས་	སོགས་	DET
གསུངས་པ་	གསུངས་པ་	VERB
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
དགོས་པ་	དགོས་པ་	VERB
ཡོད་	ཡོད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
ཇི་ལྟ་		
ན་	ལ་	PART
།		PUNCT
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
དང་ལ་	དང་ལ་	NO_POS
སོགས་པ་	སོགས་པ་	DET
ས་	གིས་	PART
རང་	རང་	PRON
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམས་	རྣམས་	DET
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
འི་	གི་	PART
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཀྱི་	གི་	PART
ཕ་རོལ་	ཕ་རོལ་	NOUN
ཏུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
འབྲས་	འབྲས་	NOUN
ཡུམ་	ཡུམ་	NOUN
ལ་	ལ་	PART
རིང་བ་	རིང་བ་	VERB
དང་	དང་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
རྣམས་	རྣམས་	DET
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
འི་	གི་	PART
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
དེ་	སྟེ་	PART
ལ་	ལ་	PART
རིང་བ་	རིང་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཅིག་ཤོས་	ཅིག་ཤོས་	DET
ཉེ་བ་		
འགྱུར་	འགྱུར་	VERB
ཏེ་	སྟེ་	PART
མི་འགྱུར་བ་	མི་འགྱུར་བ་	NO_POS
ར་	ལ་	PART
ཐལ་	ཐལ་	VERB
།		PUNCT
དུས་གསུམ་	དུས་གསུམ་	OTHER
བདེན་	བདེན་	VERB
མེད་	མེད་	VERB
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དུ་	ལ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ནི་	ནི་	NO_POS
ཕུང་	ཕུང་	VERB
ཁམས་	ཁམས་	NOUN
སྐྱེ་མཆེད་	སྐྱེ་མཆེད་	NOUN
སོགས་	སོགས་	DET
གཞི་	གཞི་	NOUN
འི་	གི་	PART
གནས་ལུགས་	གནས་ལུགས་	VERB
རྟོགས་པ་	རྟོགས་པ་	VERB
ཁོ་ན་	ཁོ་ན་	DET
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
གཞི་	གཞི་	NOUN
འི་	གི་	PART
གནས་ལུགས་	གནས་ལུགས་	VERB
རྟོགས་པ་	རྟོགས་པ་	VERB
དེ་ཡང་	དེ་ཡང་	ADV
ཉན་རང་	ཉན་རང་	NOUN
དང་	དང་	NO_POS
བྱང་སེམས་	བྱང་སེམས་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
ཡོད་པ་	ཡོད་པ་	VERB
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ནམ་	གམ་	PART
སྟེ་	སྟེ་	PART
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཏེ་	སྟེ་	PART
།		PUNCT
དེ་	སྟེ་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
གཞི་	གཞི་	NOUN
རྟེན་འབྲེལ་	རྟེན་འབྲེལ་	NOUN
དུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
སོ་	གོ་	PART
། །		PUNCT
ཁྱབ་	ཁྱབ་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
ཀླུ་སྒྲུབ་	ཀླུ་སྒྲུབ་	PROPN
ཀྱི་	གི་	PART
གཞུང་ལུགས་	གཞུང་ལུགས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
རྟེན་	རྟེན་	NOUN
ཅིང་	ཅིང་	PART
འབྲེལ་བ་	འབྲེལ་བ་	VERB
ར་	ལ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
གང་	གང་	NO_POS
།།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ནི་	ནི་	NO_POS
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
བཞེད་	བཞེད་	VERB
།།		PUNCT
ཅེས་	ཅེས་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཞེ་ན་	ཅེ་ན་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ལན་	ལན་	NOUN
བཏབ་པ་	བཏབ་པ་	VERB
འི་	གི་	PART
ཆེད་	ཆེད་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
		
རྩ་བ་	རྩ་བ་	NOUN
		
ནི་	ནི་	NO_POS
།		PUNCT
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
མཚན་མ་	མཚན་མ་	NOUN
ར་	ལ་	PART
དམིགས་སྒོ་	དམིགས་སྒོ་	NO_POS
ན་	ནས་	PART
།།		PUNCT
ཐབས་	ཐབས་	NOUN
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ས་	གིས་	PART
རིང་བ་	རིང་བ་	VERB
སྟེ་	སྟེ་	PART
།།		PUNCT
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
ཡི་	གིས་	PART
།།		PUNCT
ཡང་དག་	ཡང་དག་	ADJ
ཉེ་བ་	ཉེ་བ་	VERB
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
བཤད་	བཤད་	VERB
།།		PUNCT
		
རྩ་བ་	རྩ་བ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
ཉན་རང་	ཉན་རང་	NOUN
འཕགས་པ་	འཕགས་པ་	VERB
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
འབྲས་བུ་	འབྲས་བུ་	NOUN
འི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
ཤེར་ཕྱིན་	ཤེར་ཕྱིན་	PROPN
ལ་	ལ་	PART
རིང་བ་	རིང་བ་	VERB
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
ཡོད་	ཡོད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
དུས་གསུམ་	དུས་གསུམ་	OTHER
མཉམ་ཉིད་	མཉམ་ཉིད་	NOUN
དུ་མ་	དུ་མ་	ADJ
རྟོགས་པ་	རྟོགས་པ་	VERB
ས་	གིས་	PART
དངོས་པོ་	དངོས་པོ་	NOUN
ལ་	ལ་	PART
མཚན་མ་	མཚན་མ་	NOUN
ར་	ལ་	PART
དམིགས་	དམིགས་	VERB
ཤིང་	ཅིང་	PART
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
གྱི་	གི་	PART
ཡོངས་འཛིན་	ཡོངས་འཛིན་	OTHER
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
ས་	གིས་	PART
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
འི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
འབྲས་	འབྲས་	NOUN
ཡུམ་	ཡུམ་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
སོ་	གོ་	PART
། །		PUNCT
བྱང་འཕགས་	བྱང་འཕགས་	NO_POS
དེ་	སྟེ་	PART
ནི་	ནི་	NO_POS
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
འབྲས་	འབྲས་	NOUN
ཡུམ་	ཡུམ་	NOUN
ལ་	ལ་	PART
ཡང་དག་པ་	ཡང་དག་པ་	ADJ
ར་	ལ་	PART
ཉེ་བ་	ཉེ་བ་	VERB
ཉིད་	ཉིད་	DET
དུ་	ལ་	PART
བཤད་	བཤད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
བདེན་	བདེན་	VERB
གཉིས་	གཉིས་	NUM
ཟུང་འཇུག་	ཟུང་འཇུག་	NOUN
གི་	གི་	PART
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
ཡི་	གིས་	PART
སཽ་		NON_WORD
།།		PUNCT
གསུམ་པ་	གསུམ་པ་	NUM
		
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
		
ལ་	ལ་	PART
གསུམ་	གསུམ་	NUM
།		PUNCT
ཉན་རང་	ཉན་རང་	NOUN
རིང་བ་	རིང་བ་	VERB
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
།		PUNCT
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
ཉེ་བ་	ཉེ་བ་	VERB
འི་	གི་	PART
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
།		PUNCT
དོན་	དོན་	NOUN
བསྡུ་བ་	བསྡུ་བ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
།		PUNCT
སྒྱུ་མ་	སྒྱུ་མ་	NOUN
མཁན་	མཁན་	PROPN
གྱིས་	གིས་	PART
སྤྲུལ་པ་	སྤྲུལ་པ་	VERB
འི་	གི་	PART
དངོས་པོ་	དངོས་པོ་	NOUN
སྣང་བ་	སྣང་བ་	VERB
ལ་	ལ་	PART
དེ་	དེ་	DET
འི་	གི་	PART
རང་	རང་	PRON
གི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
དངོས་པོ་	དངོས་པོ་	NOUN
ར་	ལ་	PART
མངོན་པ་	མངོན་པ་	OTHER
ཞེན་པ་	ཞེན་པ་	VERB
ཉིད་	ཉིད་	DET
ཀྱིས་	གིས་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ཉིད་	ཉིད་	DET
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
མི་སྣང་བ་	མི་སྣང་བ་	NO_POS
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
།		PUNCT
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐབས་མཁས་པ་	ཐབས་མཁས་པ་	NO_POS
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དངོས་པོ་	དངོས་པོ་	NOUN
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ས་	གིས་	PART
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
དངོས་པོ་	དངོས་པོ་	NOUN
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
ཀྱི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
མེད་	མེད་	VERB
དེ་	སྟེ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
རིང་བ་	རིང་བ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཏོ་	གོ་	PART
།།		PUNCT
འགྲེལ་པ་	འགྲེལ་པ་	NOUN
འི་	གི་	PART
སྦྱོར་	སྦྱོར་	VERB
ཊཱིཀ་		NON_WORD
ཉན་ཐོས་	ཉན་ཐོས་	NOUN
དང་ལ་	དང་ལ་	NO_POS
སོགས་པ་	སོགས་པ་	DET
རང་རྒྱལ་	རང་རྒྱལ་	NOUN
དངོས་པོ་	དངོས་པོ་	NOUN
འི་	གི་	PART
གནས་ལུགས་	གནས་ལུགས་	VERB
ཀྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
དེ་དག་	དེ་དག་	OTHER
རྣམས་	རྣམས་	DET
ཆོས་ཅན་	ཆོས་ཅན་	NOUN
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ལ་	ལ་	PART
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
འབྲས་	འབྲས་	NOUN
ཡུམ་	ཡུམ་	NOUN
འདི་	འདི་	DET
རིང་བ་	རིང་བ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
ཏེ་	སྟེ་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ལ་	ལ་	PART
ཆོ་	ཆོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བདེན་	བདེན་	VERB
མེད་	མེད་	VERB
མཉམ་པ་ཉིད་	མཉམ་པ་ཉིད་	NOUN
དུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དེ་	སྟེ་	PART
མེད་པ་	མེད་པ་	VERB
སྟེ་	སྟེ་	PART
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཏེ་	སྟེ་	PART
།		PUNCT
དངོས་པོ་	དངོས་པོ་	NOUN
ལ་	ལ་	PART
མཚན་མ་	མཚན་མ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
འི་	གི་	PART
ཐེག་དམན་	ཐེག་དམན་	NOUN
གྱི་	གི་	PART
གང་ཟག་	གང་ཟག་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
།		PUNCT
ཐེག་ཆེན་	ཐེག་ཆེན་	NOUN
དུ་	ལ་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
བཤེས་གཉེན་	བཤེས་གཉེན་	NOUN
མཚན་ཉིད་	མཚན་ཉིད་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ཐབས་	ཐབས་	NOUN
ལ་	ལ་	PART
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
འི་	གི་	PART
ཐེག་དམན་	ཐེག་དམན་	NOUN
གྱི་	གི་	PART
གང་ཟག་	གང་ཟག་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
